orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
5,5,1,1,3,5,1,2,1,4,4,2,2,6,3,5,3,4,5,4,2,4,3,6,5,5,6,4,1,5,17,23,4150
2,4,3,2,3,1,4,2,2,4,1,4,6,3,3,4,6,2,6,6,2,3,4,1,4,3,2,6,3,4,7,13,4200
3,4,2,1,1,6,2,2,3,2,6,6,6,4,4,1,1,1,3,4,2,4,2,3,1,4,1,1,3,1,-1,29,6100
4,3,5,5,3,1,3,3,2,4,1,4,2,3,6,5,4,1,1,6,1,6,6,5,5,6,6,5,6,5,23,22,6100
3,6,1,1,6,1,4,1,4,1,6,3,1,3,4,4,1,4,4,4,6,4,1,6,3,4,6,3,3,3,13,7,6200
3,4,3,5,1,5,5,1,2,1,3,2,1,5,4,1,6,5,4,5,1,1,5,4,2,2,5,1,2,6,-1,12,4150
3,3,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,9,6200
4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,7,13,5100
2,2,2,5,2,2,5,2,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,2,5,5,5,2,5,11,7150
6,6,6,6,6,6,2,2,2,2,6,6,6,2,2,6,2,6,2,6,2,2,2,6,2,2,6,6,2,2,18,12,7200
4,2,6,6,4,6,2,4,2,4,6,4,4,2,2,4,4,6,6,6,2,6,4,4,6,4,6,6,6,2,20,14,7250
1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,13,7,7200
2,2,6,6,2,2,3,1,1,1,6,2,3,6,1,5,1,5,6,3,5,2,1,6,3,3,6,5,6,3,6,0,5150
1,3,6,5,3,1,6,2,5,6,6,2,6,5,1,2,2,1,2,5,1,2,6,4,4,1,1,6,5,3,21,15,4200
1,6,1,5,4,5,5,5,4,1,6,5,6,4,6,5,4,6,5,1,5,6,6,1,5,5,5,6,4,6,6,0,6200
2,6,3,2,5,5,4,4,4,1,2,2,5,1,6,6,6,6,1,5,3,2,4,3,3,6,3,5,1,1,10,4,5150
1,1,4,2,6,2,6,6,6,5,5,4,2,3,4,5,6,6,1,4,6,6,6,3,1,2,3,5,3,1,22,28,5100
2,6,1,4,3,3,2,2,2,6,3,3,3,6,5,5,2,2,6,5,1,3,4,6,6,5,2,5,5,6,10,9,5100
1,6,3,1,3,2,3,4,5,3,2,6,1,2,5,1,5,1,6,2,5,1,3,5,5,2,3,1,4,5,2,1,5100
3,3,2,3,3,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,2,2,3,2,25,26,8200
2,1,1,4,6,5,6,1,6,2,4,2,6,5,3,6,2,6,2,5,1,6,1,3,5,1,2,3,5,2,6,0,3100
1,4,4,4,5,2,3,2,2,1,1,1,4,3,2,5,5,4,2,1,1,3,5,3,1,4,3,2,3,2,3,2,6100
3,4,2,3,5,6,5,5,5,3,1,6,6,3,2,1,3,6,6,3,1,1,2,2,3,4,5,3,1,1,21,20,6150
3,3,2,1,5,6,2,5,5,4,6,3,5,4,3,6,1,2,3,3,6,5,6,1,3,4,3,6,5,3,3,2,5150
2,1,6,1,2,2,5,6,6,4,5,2,5,1,5,4,5,4,2,5,3,4,1,2,4,5,1,2,3,2,3,9,5150
4,6,4,3,3,3,3,4,4,5,5,2,5,3,3,1,3,2,2,6,3,1,3,5,1,4,1,2,1,2,-1,11,5150
1,1,6,4,4,6,4,1,6,4,4,1,4,4,1,1,6,4,4,6,4,6,4,4,1,6,1,6,1,4,19,25,8300
5,5,2,1,3,5,5,2,2,1,5,5,1,5,1,3,2,2,4,1,3,2,1,4,5,4,1,1,2,1,21,27,4200
6,5,5,2,2,4,4,5,5,5,2,4,5,4,2,6,5,4,4,2,5,5,6,5,6,5,2,6,5,2,9,15,7250
2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,25,26,7200
5,4,5,6,4,6,6,2,6,2,5,1,4,2,2,4,4,2,5,5,3,4,4,2,1,2,2,6,6,4,9,3,5150
5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,-1,4,7200
6,6,2,6,2,6,2,2,2,2,1,1,2,1,2,6,1,6,2,6,6,1,6,1,2,2,2,1,6,6,10,11,7250
6,1,6,1,6,4,6,2,6,5,6,6,1,2,2,2,4,2,1,5,3,6,2,5,2,1,5,5,4,1,17,23,4150
2,6,6,2,6,6,2,2,6,2,6,6,6,6,6,6,2,6,6,6,6,6,2,2,2,2,2,2,2,6,23,17,7150
3,6,4,6,6,4,3,5,5,4,3,5,4,4,1,2,1,5,4,4,5,1,4,5,6,1,4,5,3,2,21,20,6150
5,5,2,4,3,6,5,5,6,5,2,6,4,3,6,5,2,2,2,2,4,2,4,4,4,4,6,5,1,6,15,9,6100
2,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,2,-1,2,8300
5,6,2,3,3,6,2,3,5,3,2,3,2,3,5,6,6,3,2,6,5,5,3,3,5,3,2,5,3,3,3,4,7150
4,5,3,4,1,4,5,3,5,3,5,1,6,1,3,2,6,4,1,6,1,5,5,3,2,5,6,6,2,4,10,9,4150
6,6,2,2,6,6,2,6,6,6,6,6,6,2,6,6,6,6,2,6,6,6,6,6,6,2,2,2,6,6,15,9,5150
5,5,1,1,5,2,1,1,5,2,1,2,2,2,1,1,2,5,2,1,5,5,5,1,1,5,5,1,1,1,1,2,8200
3,3,5,6,1,3,4,5,5,1,2,6,5,6,5,5,2,6,3,4,1,4,6,6,5,2,4,6,4,4,11,10,5150
6,6,6,6,6,5,6,5,5,5,6,5,6,6,5,5,6,6,6,5,6,6,6,6,6,5,5,5,5,6,18,12,7200
6,4,1,1,6,4,2,3,1,4,6,3,6,6,5,3,3,6,3,3,2,4,3,6,1,3,2,2,2,4,5,4,6150
2,1,1,2,6,4,1,2,2,1,2,6,4,5,5,6,6,6,4,1,4,1,2,6,5,3,3,4,5,1,26,27,6200
3,1,2,1,2,2,4,3,1,2,3,1,4,4,4,1,2,3,6,4,6,2,4,4,6,4,1,6,6,1,18,24,5150
5,2,5,2,4,6,2,4,2,4,6,6,6,4,4,2,4,1,1,5,6,2,1,5,5,5,2,2,2,4,11,5,5150
4,6,5,4,6,4,1,6,4,1,6,6,5,2,4,6,5,5,2,6,6,5,2,2,1,2,6,6,5,1,19,13,5200
4,3,4,3,3,4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,16,15,7250
2,2,1,2,5,1,5,2,3,6,4,3,5,2,2,3,4,3,2,1,6,2,4,3,2,4,4,6,4,4,21,15,6200
1,6,2,5,6,3,5,3,3,2,1,3,5,5,3,5,6,5,4,2,2,6,5,5,3,1,4,6,2,5,16,17,5150
4,1,5,2,5,5,6,5,5,4,4,1,5,2,4,3,5,6,4,6,3,3,3,6,4,2,2,6,1,5,14,15,5150
3,6,2,6,6,6,6,6,2,3,3,6,2,2,2,2,6,2,6,2,6,6,2,3,2,3,2,6,6,6,4,3,7200
2,3,6,4,1,5,4,1,6,6,1,2,2,5,1,4,6,2,4,1,3,2,6,6,5,4,4,1,2,6,10,4,5050
6,6,2,5,4,6,5,4,2,2,6,4,4,4,6,5,5,5,5,4,6,6,6,5,2,5,2,2,2,2,24,25,7250
3,3,3,3,6,6,6,3,3,6,3,6,6,6,3,6,6,6,6,6,6,3,6,6,3,3,6,6,6,6,27,21,6150
3,4,2,1,1,4,4,2,2,2,4,4,3,2,4,1,1,1,1,4,3,1,2,2,3,4,2,1,1,1,13,12,6150
2,2,6,6,2,5,2,4,5,4,4,2,4,2,3,3,5,3,6,6,6,2,3,6,4,3,3,6,6,4,15,9,5200
5,4,5,5,4,5,5,5,4,5,5,4,4,5,4,5,4,4,4,5,5,5,5,4,5,4,5,4,4,4,18,12,8150
6,2,1,5,2,4,3,5,2,2,4,3,5,4,3,2,6,1,3,4,5,4,5,2,1,4,2,2,2,4,16,22,6200
3,1,3,3,3,4,4,3,3,4,3,3,1,1,1,1,3,3,3,1,3,1,4,1,4,3,4,4,4,1,13,12,7200
3,3,3,4,6,3,4,6,4,3,4,6,6,6,1,3,6,6,4,5,1,3,6,1,4,6,4,1,6,5,13,19,7200
5,4,3,2,5,6,4,5,4,2,1,5,5,6,2,4,1,5,2,2,3,5,5,2,2,3,4,1,6,6,23,17,4050
1,4,2,6,5,2,1,4,4,5,1,4,4,6,6,3,4,3,6,1,4,6,1,3,6,2,4,1,3,3,27,26,5150
4,5,2,4,4,2,4,2,1,2,4,2,1,1,4,4,5,5,2,4,4,4,1,1,4,1,2,2,1,4,5,11,7150
3,2,1,2,3,2,4,2,6,4,4,6,4,5,2,1,5,1,5,5,5,5,4,5,6,6,3,1,2,4,9,8,4150
1,1,1,1,3,1,3,1,1,1,3,3,1,3,3,3,3,1,1,1,3,1,3,1,3,3,1,3,3,3,9,15,7200
1,5,1,6,5,2,1,6,4,3,6,3,5,1,4,5,5,6,5,3,1,3,2,1,3,5,3,1,4,5,10,9,4200
1,1,2,3,2,5,1,3,2,5,3,3,4,4,6,1,2,4,5,6,3,2,5,5,2,1,5,1,5,3,18,24,3150
6,6,6,1,6,4,2,2,4,1,2,2,6,4,2,1,1,1,2,2,5,6,3,2,2,1,2,3,4,3,5,11,5150
3,1,4,6,3,1,1,6,4,4,2,6,2,3,1,4,1,3,1,3,2,3,3,3,6,2,2,3,4,1,12,6,4150
4,4,4,5,3,4,1,4,3,4,4,1,3,2,2,4,2,1,4,3,2,1,3,5,2,2,3,1,5,1,16,15,7150
2,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,2,13,7,7250
2,2,4,2,2,2,2,2,4,2,2,4,2,4,2,4,4,2,4,4,4,4,4,2,4,4,4,4,2,2,25,26,7150
2,2,6,1,2,6,5,2,6,1,5,2,6,1,6,5,2,6,5,6,1,2,6,6,1,6,1,6,2,5,19,13,5200
4,5,1,5,4,2,4,4,6,5,6,5,2,2,1,2,6,5,6,5,4,4,1,1,5,2,4,1,1,4,7,6,4100
6,2,2,2,1,1,1,6,1,4,3,1,1,3,5,5,1,5,5,2,2,5,6,6,4,3,5,1,1,2,19,18,4100
6,1,3,5,3,1,4,6,3,6,6,2,4,5,1,1,3,1,4,6,3,4,2,3,1,2,4,5,3,4,29,28,5100
2,1,1,6,1,1,2,6,1,4,3,5,6,4,6,2,1,3,3,5,6,2,6,3,3,2,1,1,5,4,14,13,3150
1,4,6,5,3,1,5,3,5,5,4,5,6,6,3,4,2,4,1,5,5,6,5,1,1,1,6,2,6,3,2,3,4200
5,3,5,3,3,6,6,6,3,5,3,3,3,3,3,6,3,6,3,5,5,5,3,5,5,3,6,6,3,3,25,24,7200
1,2,2,1,1,6,2,2,1,2,1,2,6,2,1,6,1,1,6,6,1,2,6,2,2,6,1,2,2,1,16,17,7150
4,4,6,6,5,5,6,6,6,6,6,6,5,5,4,3,6,4,4,3,6,4,5,3,4,3,4,4,3,3,18,12,6150
1,4,1,2,5,1,5,1,2,2,2,4,2,4,2,5,2,2,5,5,1,6,5,1,5,4,2,1,6,6,27,26,8250
6,4,4,6,4,2,6,6,2,2,4,4,4,4,6,2,6,4,6,4,2,4,2,6,2,2,6,4,6,4,0,6,8200
4,6,6,4,3,4,4,6,1,6,4,4,4,6,6,6,3,4,1,6,4,6,3,6,1,6,1,1,1,4,10,4,8150
2,5,6,4,1,6,3,1,3,6,2,6,2,4,3,1,3,4,2,5,4,5,5,2,4,4,4,4,4,5,6,7,6200
1,2,6,6,2,5,5,4,6,2,1,6,6,4,2,3,1,3,5,1,3,1,4,1,5,2,3,3,1,4,4,3,5200
5,2,2,2,1,6,2,1,6,4,3,5,5,6,3,6,4,3,4,4,4,1,3,5,6,4,6,5,6,5,28,29,5200
4,3,1,3,4,1,1,3,1,1,2,1,3,4,3,4,4,4,4,4,4,4,4,4,3,2,1,4,2,3,9,10,5150
2,3,2,5,6,5,2,3,5,2,4,1,5,4,5,3,2,1,5,2,6,5,4,2,4,2,2,2,6,3,19,13,6250
2,5,2,2,2,3,2,5,2,2,3,3,5,5,3,5,3,3,5,3,5,2,5,2,2,3,3,3,2,3,28,27,8150
4,4,1,2,6,4,4,6,1,2,1,2,2,4,1,6,3,2,2,6,4,4,2,2,1,3,3,1,6,1,22,23,5100
4,2,4,5,4,1,6,4,1,5,6,3,6,5,6,3,2,5,4,3,2,4,2,2,1,5,2,2,5,4,10,4,4200
5,1,1,3,2,6,2,4,5,5,2,2,2,6,5,1,5,1,6,4,1,3,6,4,6,2,1,4,1,4,24,18,4150
3,4,1,3,4,4,1,3,2,3,4,3,5,6,1,3,4,3,6,4,2,6,6,1,3,2,3,4,4,4,10,4,4200
4,1,3,6,6,1,3,5,3,1,6,1,5,6,6,1,3,1,4,6,3,4,3,6,5,1,5,5,5,4,13,19,6250
2,4,4,2,4,4,2,2,4,2,2,2,4,2,4,4,2,2,2,2,2,2,4,4,4,2,2,4,4,4,-1,18,8200
4,5,6,2,4,5,2,1,5,3,2,1,2,2,3,4,3,2,6,2,6,6,4,2,4,4,6,5,2,6,5,4,5100
6,3,4,3,4,6,4,1,1,3,6,4,4,3,4,4,6,6,6,3,3,6,6,1,4,6,6,3,4,1,10,11,6150
1,2,4,2,5,4,2,3,6,1,2,6,4,3,6,5,3,1,5,6,4,2,3,1,2,3,6,1,3,4,19,18,5200
4,4,4,4,2,5,2,3,3,4,3,3,5,3,5,2,3,2,3,5,5,3,4,5,3,2,5,3,3,5,24,18,7150
2,3,3,5,5,2,4,4,3,4,1,4,5,1,1,5,1,2,5,4,6,6,5,6,3,3,3,3,5,6,19,18,5200
6,6,5,5,2,6,2,5,3,5,5,5,2,5,6,6,3,6,3,5,2,6,2,2,2,3,3,3,5,3,21,22,6200
5,3,5,5,5,3,3,3,3,5,3,5,5,3,3,5,3,5,3,3,5,3,3,3,3,5,3,3,5,3,13,7,6200
3,2,2,2,1,4,6,3,6,3,5,4,5,5,6,2,4,6,3,2,3,4,6,5,2,3,6,4,6,4,27,28,5150
4,2,6,5,6,1,2,5,5,2,6,1,5,5,5,6,6,2,5,2,3,2,6,6,4,6,1,5,1,4,24,18,5100
2,2,6,1,2,1,1,6,4,2,6,2,2,1,6,4,2,2,1,1,1,2,2,1,6,1,1,4,6,2,19,13,6250
6,5,3,2,6,6,3,1,4,2,6,5,5,2,2,1,1,3,1,5,1,2,6,1,5,2,5,5,3,2,26,20,6150
5,4,4,4,3,5,3,4,5,3,5,4,4,3,3,5,3,4,3,3,5,4,4,3,3,3,4,3,5,4,19,20,8250
2,2,2,6,6,6,2,6,6,2,6,6,2,2,2,6,6,6,6,6,2,2,2,6,2,2,2,2,6,2,15,21,7200
1,4,3,5,5,1,6,3,3,5,6,3,5,1,3,5,4,2,1,1,6,3,4,2,2,5,6,4,3,5,9,10,5150
1,4,3,6,5,6,1,6,3,1,5,3,3,6,3,4,3,5,3,3,3,1,1,6,6,4,3,1,1,6,15,9,6150
2,3,4,2,1,4,4,2,3,1,1,1,4,4,1,2,4,1,2,4,4,4,1,4,2,4,1,3,1,2,7,8,6200
6,3,5,5,5,6,6,4,4,3,6,6,3,4,6,5,3,2,3,2,2,4,5,4,3,4,3,3,2,3,20,14,6200
4,4,1,4,1,4,4,2,2,2,1,6,2,2,2,2,1,6,1,6,2,2,4,6,4,6,6,6,4,2,12,18,6150
1,2,4,3,6,6,3,3,3,3,2,4,1,2,1,1,4,3,3,5,6,4,5,2,6,1,6,5,2,3,17,11,4150
2,4,4,6,5,6,5,1,3,2,6,4,2,2,3,1,5,2,4,3,2,5,3,3,6,4,5,5,5,3,10,11,5150
3,2,2,6,2,3,2,1,2,2,5,3,1,5,6,2,3,2,2,6,6,1,2,3,6,2,6,2,3,3,19,20,6100
6,1,1,5,2,6,1,4,1,4,5,1,2,1,1,6,1,4,5,5,6,4,2,3,2,2,2,2,6,5,18,12,5150
6,2,3,4,4,2,5,1,1,4,4,3,1,2,3,1,5,3,1,5,3,4,3,1,1,6,5,5,3,1,11,17,6100
6,4,1,5,4,6,2,1,3,6,4,3,5,4,1,1,4,6,5,4,4,6,2,5,4,4,1,4,6,5,15,14,5250
6,5,5,4,6,6,5,5,4,5,4,4,5,5,5,6,6,4,2,5,2,2,2,2,4,6,4,5,5,5,18,24,7150
5,6,4,4,5,5,1,2,1,6,4,1,5,4,6,2,6,1,1,2,5,1,5,1,4,1,6,2,4,6,6,12,6200
3,5,3,5,3,3,3,5,5,5,3,3,5,3,5,3,5,5,3,5,5,5,3,3,5,5,5,3,5,5,22,28,6150
5,4,4,6,4,6,2,5,5,4,6,2,2,6,6,5,2,2,5,4,2,4,5,5,6,2,4,4,2,6,28,27,8300
1,2,1,5,3,3,3,6,6,3,1,2,1,2,1,6,3,6,1,2,3,1,6,4,2,5,4,2,2,1,19,25,4150
2,6,5,3,6,2,6,2,2,5,3,6,5,6,1,3,1,1,5,5,3,6,6,3,3,1,5,2,2,1,25,26,5150
5,3,6,5,3,6,3,3,5,3,3,3,5,5,3,5,6,5,5,3,6,3,6,3,6,6,6,3,5,3,10,9,8100
4,4,4,2,2,2,2,2,4,4,2,2,4,4,2,2,4,2,4,2,2,2,2,2,2,2,4,4,4,4,22,23,8200
5,2,2,2,6,5,1,2,6,3,3,4,4,5,3,4,4,6,2,2,1,2,5,4,2,3,3,6,2,5,8,7,5150
5,5,1,5,5,6,2,4,6,4,6,4,5,5,2,6,1,2,2,1,1,1,5,5,5,5,1,1,1,6,23,17,6200
3,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,3,3,3,3,25,24,7200
2,4,2,4,6,6,4,4,2,2,4,2,6,6,6,4,6,6,4,2,6,4,6,2,6,6,4,2,6,6,8,7,7200
6,6,6,1,1,6,6,2,6,4,4,1,2,6,6,4,6,4,4,4,4,1,2,6,1,2,1,4,4,4,6,0,7100
2,6,6,6,6,3,4,2,4,1,5,2,6,6,5,6,4,2,6,4,4,6,5,6,2,4,6,4,5,4,18,12,6250
5,5,4,6,4,2,2,6,2,2,2,3,5,5,5,4,3,3,1,5,1,5,5,6,1,4,6,5,4,3,18,24,5100
2,5,6,6,5,6,5,6,2,5,3,5,4,2,2,3,1,3,6,4,5,2,2,5,5,1,3,1,1,4,25,24,4200
5,3,2,5,3,1,3,6,2,5,5,3,3,1,3,1,6,3,1,1,2,2,1,2,3,3,1,5,6,1,26,20,5150
5,4,6,6,3,4,5,2,4,1,2,3,2,1,2,4,2,5,6,6,5,5,5,6,2,1,3,5,1,2,13,7,5150
4,3,6,3,5,5,3,6,3,6,6,6,3,1,6,6,4,4,6,1,6,6,6,5,4,3,4,3,4,1,8,2,4150
3,6,1,6,1,1,6,4,1,6,1,5,1,4,3,3,3,2,5,3,6,4,5,5,3,1,3,4,1,3,6,0,4100
5,3,5,5,4,3,1,2,4,2,1,1,4,5,4,6,6,6,4,1,5,5,3,6,6,3,5,5,6,4,-1,27,4150
5,5,6,1,6,5,6,6,5,3,1,3,1,1,5,1,4,3,1,6,1,4,4,4,2,3,2,5,2,1,4,3,5150
2,4,6,4,5,5,3,3,4,2,6,3,5,2,1,3,1,2,4,5,3,2,4,6,1,5,5,5,4,6,17,11,5100
4,4,4,5,6,5,4,2,3,1,4,4,6,6,4,2,3,5,6,5,6,1,2,1,2,2,5,1,6,5,18,24,6150
5,3,3,6,2,6,2,6,2,4,1,1,2,6,3,3,3,4,6,2,6,6,1,2,6,1,6,4,3,6,9,10,4150
1,6,5,1,4,4,2,4,5,6,4,4,4,5,2,1,3,2,3,1,3,1,4,3,5,4,1,3,2,4,26,27,4100
1,5,6,2,3,2,1,4,2,2,6,3,6,3,5,1,5,3,5,4,3,5,6,3,1,5,4,2,1,6,4,3,4100
5,1,5,3,5,2,4,4,5,5,2,2,2,4,1,5,6,1,6,3,2,1,4,4,5,4,5,5,2,6,27,28,4100
1,6,5,6,6,1,3,6,2,6,6,3,2,6,1,6,3,3,4,2,6,1,2,1,1,5,3,3,1,6,26,20,5100
6,6,1,1,1,4,1,6,1,4,6,6,1,1,4,6,4,6,1,4,6,4,4,4,6,1,4,6,6,1,12,13,7200
3,5,4,5,3,1,5,5,4,1,4,5,3,1,1,2,4,3,4,5,5,1,2,1,1,3,2,1,1,2,7,8,5200
6,1,5,5,3,6,6,1,2,5,2,6,3,4,6,3,1,4,6,1,1,5,2,6,5,4,1,4,6,1,26,25,3100
2,5,1,1,2,1,6,1,1,2,5,1,6,6,6,6,4,4,2,6,2,1,2,6,5,2,5,6,2,4,-1,26,5150
5,3,3,1,1,5,6,6,3,3,1,2,6,2,6,1,4,2,3,3,2,4,5,3,2,6,1,2,2,2,11,5,6150
1,3,4,4,4,3,4,1,3,1,2,3,2,3,4,5,4,4,2,2,5,2,4,4,4,3,5,4,2,3,4,3,6100
3,1,5,1,1,3,5,1,3,3,5,3,3,3,5,1,4,5,3,5,1,4,5,4,3,3,5,1,4,1,26,27,7200
4,3,4,5,1,1,4,4,5,6,3,5,6,4,2,2,2,6,5,4,5,3,5,2,1,5,3,6,3,4,6,0,4100
5,2,2,2,4,3,5,6,3,3,5,2,6,3,4,6,3,6,5,5,5,2,5,6,3,4,2,5,6,3,10,9,5200
6,4,5,5,6,4,6,1,3,1,4,5,2,5,1,3,3,5,5,3,5,6,5,2,1,1,6,1,5,1,16,17,6250
1,1,4,4,2,5,6,5,2,1,5,2,4,2,6,5,3,1,3,3,1,3,3,2,2,1,5,5,6,1,24,18,3150
2,4,5,3,1,1,6,5,4,4,2,3,4,1,2,1,1,1,5,5,3,6,6,1,5,4,5,3,2,6,1,7,4150
1,6,1,2,2,1,1,6,3,3,6,3,2,4,3,3,1,6,3,1,4,5,2,5,1,6,6,4,2,4,20,19,4200
2,6,3,2,3,3,1,1,2,3,3,5,4,6,1,3,2,4,2,1,3,5,1,6,5,3,5,1,3,3,27,28,4150
2,5,2,3,6,2,6,6,5,6,5,5,6,2,2,2,5,6,6,3,5,2,6,2,6,6,2,2,6,2,2,1,6050
1,2,2,5,2,6,1,6,3,5,2,4,2,1,6,5,4,3,5,3,5,2,3,3,3,6,2,4,1,2,6,0,3050
3,1,6,2,2,3,1,2,6,1,2,3,3,6,2,6,3,6,1,3,2,1,3,6,5,2,2,6,3,1,27,26,5150
1,6,4,3,4,6,2,2,6,2,6,1,1,3,4,4,3,3,6,5,4,4,2,6,2,2,3,4,3,5,16,10,4200
2,2,3,1,5,4,5,2,4,6,5,2,3,2,1,1,2,2,4,2,6,3,1,1,1,5,1,6,2,4,17,11,4150
2,5,1,1,6,6,5,3,6,2,6,1,3,6,5,2,2,2,4,1,6,1,6,2,1,4,5,6,1,2,6,7,6050
2,2,5,5,4,5,2,5,5,5,1,1,2,4,1,4,2,1,1,4,1,1,1,1,4,2,1,2,5,5,28,22,7250
4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,4,4,3,4,4,3,3,3,23,29,7200
2,2,4,6,2,3,1,5,4,5,4,5,1,6,1,5,3,3,1,5,1,1,6,5,5,6,2,6,6,5,14,8,6100
2,4,2,3,2,5,4,5,2,2,4,3,2,3,4,5,4,4,4,5,6,6,6,3,2,3,4,4,3,6,17,23,5100
1,3,1,1,1,2,3,4,3,4,1,1,1,2,1,4,3,4,1,1,2,3,1,4,4,3,2,2,2,3,1,2,6150
4,4,5,5,5,4,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,9,3,8250
3,3,6,1,3,4,6,5,2,2,5,4,6,3,3,4,2,5,6,6,2,4,4,5,6,5,1,1,5,6,26,20,5150
1,4,6,3,1,4,5,2,2,5,2,4,2,5,4,4,5,1,5,4,3,5,4,5,1,5,4,1,2,5,-1,14,5150
2,1,6,1,5,6,6,2,3,6,6,2,1,6,1,5,4,2,2,2,3,6,6,1,2,4,3,5,2,3,14,13,4150
5,4,5,5,5,4,5,5,4,4,5,4,4,5,5,5,4,4,4,5,4,5,4,4,5,5,4,5,4,4,25,19,7200
1,5,5,2,1,5,1,5,1,5,1,2,1,5,2,5,5,1,5,5,2,5,1,1,5,2,5,5,1,2,15,9,8200
5,1,1,2,1,4,5,5,6,4,2,5,6,4,6,1,2,5,2,2,4,4,6,2,2,5,1,4,4,6,22,16,6200
2,2,5,2,5,2,6,2,6,6,5,5,5,5,6,6,2,6,6,2,6,2,6,2,2,2,6,6,5,6,18,24,6200
6,2,2,4,6,2,4,6,6,2,2,2,4,6,6,2,6,6,2,4,2,4,6,2,4,6,4,6,4,6,19,13,7250
4,6,5,2,2,6,2,2,4,3,6,4,3,6,3,3,3,3,3,4,2,3,2,3,3,3,2,3,5,6,9,10,6200
5,2,2,1,1,4,1,4,5,3,4,4,1,3,1,4,1,6,6,6,2,1,5,6,5,1,6,3,4,2,15,16,3150
2,2,5,6,4,1,4,1,1,1,4,4,1,3,3,3,5,1,2,5,5,2,3,6,1,3,4,5,1,4,11,17,5200
2,3,4,3,3,4,2,3,4,3,4,4,2,4,4,3,3,2,3,4,4,2,2,2,4,3,3,2,3,3,11,17,8200
2,2,6,6,5,3,2,4,3,6,1,2,4,5,1,1,5,5,2,5,5,4,2,2,4,3,2,2,4,1,20,26,4150
2,3,6,2,5,6,6,1,3,1,3,2,1,5,2,4,1,6,4,2,5,5,3,1,5,3,1,5,1,4,21,15,4150
1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,4,1,4,4,4,4,1,4,4,1,4,1,1,4,18,19,7200
4,6,6,1,5,6,6,1,1,3,1,2,6,6,5,6,4,6,4,4,3,3,5,5,6,5,6,5,2,1,1,2,5100
1,2,2,4,4,1,1,1,4,1,4,4,2,2,4,1,4,2,2,4,4,2,2,2,1,4,1,2,2,1,21,20,8200
3,1,5,3,1,1,4,5,1,1,4,5,3,3,3,3,1,5,1,3,4,1,5,4,4,4,4,4,1,1,24,18,6150
5,3,1,4,4,2,5,1,2,2,3,5,1,5,4,5,3,2,6,4,6,1,5,1,4,3,2,3,6,4,1,2,3100
2,3,1,5,3,1,1,3,5,1,1,2,1,6,5,1,6,6,2,3,5,5,3,1,1,3,2,3,5,2,10,4,5150
1,2,4,1,1,1,4,5,3,1,4,3,4,1,5,3,3,1,5,4,4,6,4,5,2,5,6,5,1,2,25,26,5150
2,1,1,1,6,5,5,1,6,2,1,3,1,3,6,5,1,4,4,3,5,6,6,4,4,3,5,6,2,6,23,22,5150
2,2,5,3,2,3,1,4,5,2,5,6,3,4,5,4,1,6,4,3,6,3,1,5,3,1,3,4,6,2,1,7,3150
6,4,4,6,3,2,4,5,4,2,1,1,3,3,6,3,4,6,6,1,2,5,5,5,2,6,4,3,5,5,3,2,5100
1,6,1,5,6,6,1,1,6,2,6,3,2,3,5,1,6,3,2,2,1,2,3,5,1,4,4,6,3,3,-1,16,4150
5,4,5,4,5,4,5,4,4,4,2,5,2,2,2,4,4,4,5,5,4,5,2,2,2,2,5,5,5,5,11,5,6200
5,1,4,2,1,4,2,4,4,5,2,1,1,1,4,2,1,5,2,1,4,1,4,4,1,4,2,5,1,5,28,27,6250
5,2,6,2,2,5,6,5,5,2,6,2,5,6,5,2,2,6,5,6,5,2,6,6,6,6,6,5,2,6,14,15,8150
